アイテム名,コード,リテール分類コード,企業コード,企業名,営業月,対象年月日,対象年月日 (コピー),店舗コード,店舗名,店舗設定名,表示コード,Vポイント値引き額(税込み),Vポイント値引額(標準税率分/税込),Vポイント値引額(軽減税率分/税込),値引金額,売上数量,売上金額,売上金額(Vポイント値引き前),売上金額(標準税率分/税抜),売上金額(軽減税率分/税抜),客数,買取数
コミック,1075,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,コミック　　　　　　　　　　　　　　　　,83,0,0,0,2941,169,105068,105068,105068,0,8,0
書籍,1076,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,書籍　　　　　　　　　　　　　　　　　　,84,0,0,0,5015,331,379160,379160,379160,0,6,0
洋書,1077,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,洋書　　　　　　　　　　　　　　　　　　,85,0,0,0,0,0,0,0,0,0,0,0
カレンダー,1078,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,カレンダー　　　　　　　　　　　　　　　,86,0,0,0,0,0,0,0,0,0,0,0
手帳,1079,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,手帳　　　　　　　　　　　　　　　　　　,87,0,0,0,0,0,0,0,0,0,0,0
ＢＯＯＫ未分類,1080,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＢＯＯＫ未分類　　　　　　　　　　　　　,88,0,0,0,0,0,0,0,0,0,0,0
プリペイドカード販売,1099,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,プリペイドカード販売　　　　　　　　　　,89,0,0,0,0,0,0,0,0,0,0,0
店舗設定９００,1900,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９００,90,0,0,0,0,8,8000,8000,8000,0,4,0
店舗設定９０１,1901,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０１,91,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０２,1902,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０２,92,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０３,1903,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０３,93,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０４,1904,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０４,94,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０５,1905,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０５,95,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０６,1906,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０６,96,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０７,1907,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０７,97,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０８,1908,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０８,98,0,0,0,0,0,0,0,0,0,0,0
店舗設定９０９,1909,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９０９,99,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１０,1910,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１０,100,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１１,1911,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１１,101,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１２,1912,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１２,102,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１３,1913,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１３,103,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１４,1914,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１４,104,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１５,1915,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１５,105,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１６,1916,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１６,106,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１７,1917,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１７,107,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１８,1918,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１８,108,0,0,0,0,0,0,0,0,0,0,0
店舗設定９１９,1919,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９１９,109,0,0,0,0,0,0,0,0,0,0,0
店舗設定９２０,1920,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２０,110,0,0,0,0,0,0,0,0,0,0,0
店舗設定９２１,1921,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２１,111,0,0,0,0,1,200,200,200,0,1,0
店舗設定９２２,1922,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２２,112,0,0,0,0,0,0,0,0,0,0,0
店舗設定９２３,1923,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２３,113,0,0,0,0,2,6000,6000,6000,0,2,0
店舗設定９２４,1924,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２４,114,0,0,0,0,0,0,0,0,0,0,0
店舗設定９２５,1925,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２５,115,0,0,0,0,46,88510,88510,88510,0,4,0
店舗設定９２６,1926,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２６,116,0,0,0,0,1,400,400,400,0,1,0
店舗設定９２７,1927,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２７,117,0,0,0,0,1,236,236,236,0,1,0
店舗設定９２８,1928,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２８,118,0,0,0,0,0,0,0,0,0,0,0
店舗設定９２９,1929,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９２９,119,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３０,1930,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３１,120,0,0,0,0,3,4138,4138,4138,0,2,0
店舗設定９３１,1931,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３１,121,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３２,1932,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３２,122,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３３,1933,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３３,123,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３４,1934,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３４,124,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３５,1935,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３５,125,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３６,1936,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３６,126,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３７,1937,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３７,127,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３８,1938,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３８,128,0,0,0,0,0,0,0,0,0,0,0
店舗設定９３９,1939,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９３９,129,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４０,1940,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４０,130,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４１,1941,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４１,131,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４２,1942,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４２,132,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４３,1943,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４３,133,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４４,1944,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４４,134,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４５,1945,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４５,135,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４６,1946,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４６,136,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４７,1947,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４７,137,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４８,1948,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４８,138,0,0,0,0,0,0,0,0,0,0,0
店舗設定９４９,1949,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９４９,139,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５０,1950,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５０,140,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５１,1951,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５１,141,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５２,1952,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５２,142,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５３,1953,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５３,143,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５４,1954,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５４,144,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５５,1955,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５５,145,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５６,1956,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５６,146,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５７,1957,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５７,147,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５８,1958,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５８,148,0,0,0,0,0,0,0,0,0,0,0
店舗設定９５９,1959,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９５９,149,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６０,1960,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６０,150,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６１,1961,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６１,151,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６２,1962,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６２,152,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６３,1963,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６３,153,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６４,1964,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６４,154,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６５,1965,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６５,155,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６６,1966,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６６,156,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６７,1967,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６７,157,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６８,1968,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６８,158,0,0,0,0,0,0,0,0,0,0,0
店舗設定９６９,1969,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９６９,159,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７０,1970,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７０,160,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７１,1971,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７１,161,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７２,1972,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７２,162,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７３,1973,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７３,163,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７４,1974,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７４,164,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７５,1975,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７５,165,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７６,1976,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７６,166,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７７,1977,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７７,167,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７８,1978,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７８,168,0,0,0,0,0,0,0,0,0,0,0
店舗設定９７９,1979,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９７９,169,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８０,1980,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８０,170,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８１,1981,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８１,171,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８２,1982,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８２,172,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８３,1983,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８３,173,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８４,1984,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８４,174,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８５,1985,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８５,175,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８６,1986,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８６,176,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８７,1987,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８７,177,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８８,1988,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８８,178,0,0,0,0,0,0,0,0,0,0,0
店舗設定９８９,1989,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９８９,179,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９０,1990,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９０,180,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９１,1991,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９１,181,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９２,1992,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９２,182,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９３,1993,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９３,183,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９４,1994,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９４,184,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９５,1995,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９５,185,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９６,1996,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９６,186,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９７,1997,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９７,187,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９８,1998,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９８,188,0,0,0,0,0,0,0,0,0,0,0
店舗設定９９９,1999,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,店舗設定９９９,189,0,0,0,0,0,0,0,0,0,0,0
ＤＰＥ0サービス,2055,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,ＤＰＥ0サービス,190,0,0,0,0,0,0,0,0,0,0,0
中古ＣＤ,3000,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,中古ＣＤ　　　　　　　　　　　　　　　　,191,0,0,0,0,0,0,0,0,0,0,0
中古ＣＤＳ,3002,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,中古ＣＤＳ　　　　　　　　　　　　　　　,192,0,0,0,0,0,0,0,0,0,0,0
中古ＶＨＳ,3020,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,中古ＶＨＳ　　　　　　　　　　　　　　　,193,5000,5500,0,66060,1424,452276,457276,452276,0,160,0
中古コミック,3075,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,中古コミック　　　　　　　　　　　　　　,194,0,0,0,0,0,0,0,0,0,0,0
リサイクルＣＤ,3100,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルＣＤ　　　　　　　　　　　　　,195,0,0,0,0,0,0,0,0,0,0,0
リサイクルＭＡＸＩ,3101,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルＭＡＸＩ　　　　　　　　　　　,196,0,0,0,0,0,0,0,0,0,0,0
リサイクルＣＤＳ,3102,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルＣＤＳ　　　　　　　　　　　　,197,0,0,0,0,0,0,0,0,0,0,0
リサイクルＤＶＤ,3121,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルＤＶＤ,198,0,0,0,0,6,6000,6000,6000,0,0,0
リサイクルブルーレイ,3122,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルブルーレイ　　　　　　　　　　,199,0,0,0,0,0,0,0,0,0,0,0
リサイクルゲームソフト,3140,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルゲームソフト　　　　　　　　　,200,0,0,0,0,4,26111,26111,26111,0,0,0
リサイクルゲームハード,3141,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルゲームハード　　　　　　　　　,201,0,0,0,0,1,27255,27255,27255,0,0,0
リサイクルゲームサプライ,3142,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルゲームサプライ　　　　　　　　,202,0,0,0,0,0,0,0,0,0,0,0
リサイクルその他,3120,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルその他　　　　　　　　　　　　,203,0,0,0,0,0,0,0,0,0,0,0
リサイクルトレーディングカード　　　　　,3148,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルトレカ,204,0,0,0,36,26,2013,2013,2013,0,4,0
リサイクル雑誌,3171,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクル雑誌,205,0,0,0,6414,19,2529,2529,2529,0,15,0
リサイクルコミック,3175,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルコミック,206,0,0,0,30433,286,38868,38868,38868,0,25,0
リサイクル書籍,3176,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクル書籍,207,0,0,0,5502,107,22913,22913,22913,0,54,0
リサイクル洋書,3177,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクル洋書,208,0,0,0,6580,6,3000,3000,3000,0,5,0
リサイクルＢＯＯＫ未分類,3180,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,リサイクルＢＯＯＫ未分類,209,0,0,0,0,0,0,0,0,0,0,0
リサイクルVR,3181,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,0,9999,0,0,0,0,0,0,0,0,0,0,0
リサイクルVRソフト,3182,3,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,0,9999,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルＣＤ,3100,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルＣＤ,210,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルＭＡＸＩ,3101,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルＭＡＸＩ,211,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルＣＤＳ,3102,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルＣＤＳ,212,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルＤＶＤ,3121,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルＤＶＤ,213,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルブルーレイ,3122,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルブルーレイ,214,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルゲームソフト,3140,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルゲームソフト,215,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルゲームハード,3141,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルゲームハード,216,0,0,0,0,3,89000,0,0,0,2,0
（買取）リサイクルゲームサプライ,3142,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルゲームサプライ,217,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルその他,3120,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルその他,218,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルトレカ,3148,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（買取）リサイクルトレカ,219,0,0,0,0,45,5661,0,0,0,2,0
（買取）リサイクル雑誌,3171,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,220,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルコミック,3175,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,221,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクル書籍,3176,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,222,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクル洋書,3177,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,223,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクルＢＯＯＫ未分類,3180,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,224,0,0,0,0,0,0,0,0,0,0,0
（買取）リサイクル_テスト1,3181,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,9999,0,0,0,0,12,570000,0,0,0,12,0
（買取）リサイクル_テスト2,3181,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,9999,0,0,0,0,0,0,0,0,0,0,0
□未設定,zzzz,4,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□未設定,225,0,0,0,0,0,0,0,0,0,0,0
■税抜売上額,1,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■税抜売上額,226,0,0,0,0,0,0,0,0,0,0,0
□内税対象額,2,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□内税対象額,227,0,0,0,0,0,0,0,0,0,0,0
□内税額,3,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□内税額,228,0,0,0,0,0,0,0,0,0,0,0
□外税対象額,4,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□外税対象額,229,0,0,0,0,0,0,0,0,0,0,0
□外税額,5,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□外税額,230,0,0,0,0,0,0,0,0,0,0,0
□内税対象額（１０％）,42,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□内税対象額（１０％）,231,0,0,0,0,0,3361329,0,0,0,0,0
□内税対象額（　８％）,43,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□内税対象額（　８％）,232,0,0,0,0,0,756,0,0,0,0,0
□内税額（１０％）,44,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□内税額（１０％）,233,0,0,0,0,0,305417,0,0,0,0,0
□内税額（　８％）,45,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□内税額（　８％）,234,0,0,0,0,0,56,0,0,0,0,0
□外税対象額（１０％）,46,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□外税対象額（１０％）,235,0,0,0,0,0,0,0,0,0,0,0
